Date,Adj Close,Close,High,Low,Open,Volume
12/02/16,6980.950195,6980.950195,7034.799805,6869,7023.649902,333900
15/02/16,7162.950195,7162.950195,7182.799805,7056.799805,7057.350098,354200
16/02/16,7048.25,7048.25,7204.649902,7037.700195,7201.25,253800
17/02/16,7108.450195,7108.450195,7123.700195,6960.649902,7058.850098,260000
18/02/16,7191.75,7191.75,7215.100098,7127.850098,7177.399902,246700
19/02/16,7210.75,7210.75,7226.850098,7145.950195,7170.549805,192300
22/02/16,7234.549805,7234.549805,7252.399902,7200.700195,7208.850098,154400
23/02/16,7109.549805,7109.549805,7241.700195,7090.700195,7240.299805,194400
24/02/16,7018.700195,7018.700195,7090.799805,7009.75,7075,199700
25/02/16,6970.600098,6970.600098,7034.200195,6961.399902,7029.850098,283100
26/02/16,7029.75,7029.75,7052.899902,6985.100098,7039.299805,206700
29/02/16,6987.049805,6987.049805,7094.600098,6825.799805,7050.450195,473400
01/03/16,7222.299805,7222.299805,7235.5,7035.100098,7038.25,275100
02/03/16,7368.850098,7368.850098,7380.350098,7308.149902,7321.700195,338500
03/03/16,7475.600098,7475.600098,7483.950195,7406.049805,7429.549805,278600
04/03/16,7485.350098,7485.350098,7505.899902,7444.100098,7505.399902,281700
08/03/16,7485.299805,7485.299805,7527.149902,7442.149902,7486.399902,257000
09/03/16,7531.799805,7531.799805,7539,7424.299805,7436.100098,245100
10/03/16,7486.149902,7486.149902,7547.100098,7447.399902,7545.350098,224700
11/03/16,7510.200195,7510.200195,7543.950195,7460.600098,7484.850098,198700
14/03/16,7538.75,7538.75,7583.700195,7515.049805,7542.600098,166900
15/03/16,7460.600098,7460.600098,7545.200195,7452.799805,7535.850098,193700
16/03/16,7498.75,7498.75,7508,7405.149902,7457.049805,195400
17/03/16,7512.549805,7512.549805,7585.299805,7479.399902,7557.399902,239600
18/03/16,7604.350098,7604.350098,7613.600098,7517.899902,7534.649902,237400
21/03/16,7704.25,7704.25,7713.549805,7617.700195,7619.200195,196800
22/03/16,7714.899902,7714.899902,7728.200195,7643.799805,7695.549805,208900
23/03/16,7716.5,7716.5,7726.850098,7670.600098,7717.450195,199600
28/03/16,7615.100098,7615.100098,7749.399902,7587.700195,7741,242400
29/03/16,7597,7597,7652.899902,7582.25,7606.549805,216800
30/03/16,7735.200195,7735.200195,7741.950195,7643.450195,7651.100098,232600
31/03/16,7738.399902,7738.399902,7777.600098,7702,7727.649902,380100
01/04/16,7713.049805,7713.049805,7740.149902,7666.100098,7718.049805,183900
04/04/16,7758.799805,7758.799805,7764.450195,7704.399902,7733.149902,155500
05/04/16,7603.200195,7603.200195,7736.299805,7588.649902,7736.299805,203800
06/04/16,7614.350098,7614.350098,7638.649902,7591.75,7636.049805,165600
07/04/16,7546.450195,7546.450195,7630.75,7535.850098,7630.399902,234400
08/04/16,7555.200195,7555.200195,7569.350098,7526.700195,7542.350098,143400
11/04/16,7671.399902,7671.399902,7678.799805,7516.850098,7577.799805,179800
12/04/16,7708.950195,7708.950195,7717.399902,7663.350098,7669.25,163400
13/04/16,7850.450195,7850.450195,7864.799805,7772.200195,7777.149902,220400
18/04/16,7914.700195,7914.700195,7920.600098,7842.75,7908.149902,184600
20/04/16,7914.75,7914.75,7950.399902,7877.549805,7950.049805,205300
21/04/16,7912.049805,7912.049805,7978.450195,7884.100098,7953.649902,223700
22/04/16,7899.299805,7899.299805,7923.350098,7873.350098,7891.799805,183300
25/04/16,7855.049805,7855.049805,7911,7827,7894.799805,146300
26/04/16,7962.649902,7962.649902,7974.5,7822.549805,7828.149902,202400
27/04/16,7979.899902,7979.899902,7991,7940.549805,7942,206800
28/04/16,7847.25,7847.25,7992,7834.450195,7967.399902,292500
29/04/16,7849.799805,7849.799805,7889.049805,7788.700195,7844.25,243700
02/05/16,7805.899902,7805.899902,7829.799805,7777.299805,7822.700195,146300
03/05/16,7747,7747,7890.25,7735.149902,7824.799805,186500
04/05/16,7706.549805,7706.549805,7749,7697.25,7724.149902,199700
05/05/16,7735.5,7735.5,7777.549805,7706.850098,7731,185100
06/05/16,7733.450195,7733.450195,7738.899902,7678.350098,7717.649902,163600
09/05/16,7866.049805,7866.049805,7873.649902,7753.549805,7755.25,160600
10/05/16,7887.799805,7887.799805,7896.899902,7837.700195,7873.549805,162000
11/05/16,7848.850098,7848.850098,7893.100098,7780.899902,7804.649902,214100
12/05/16,7900.399902,7900.399902,7916.049805,7849.649902,7871.450195,152700
13/05/16,7814.899902,7814.899902,7881,7784.200195,7881,179500
16/05/16,7860.75,7860.75,7873.899902,7772.149902,7831.200195,205200
17/05/16,7890.75,7890.75,7940.100098,7879.700195,7896.850098,183400
18/05/16,7870.149902,7870.149902,7882.049805,7810.75,7846.75,156400
19/05/16,7783.399902,7783.399902,7876.200195,7766.799805,7875.5,170400
20/05/16,7749.700195,7749.700195,7812.399902,7735.75,7792.200195,157000
23/05/16,7731.049805,7731.049805,7820.600098,7722.200195,7813.950195,172000
24/05/16,7748.850098,7748.850098,7761.549805,7715.799805,7738.049805,147000
25/05/16,7934.899902,7934.899902,7941.200195,7809.299805,7811.799805,176200
26/05/16,8069.649902,8069.649902,8083,7948.5,7974.450195,264300
27/05/16,8156.649902,8156.649902,8164.200195,8077.049805,8081.950195,260900
30/05/16,8178.5,8178.5,8200,8150.799805,8166.5,247400
31/05/16,8160.100098,8160.100098,8213.599609,8134.299805,8209.849609,471000
01/06/16,8179.950195,8179.950195,8215.349609,8171.049805,8179.200195,194400
02/06/16,8218.950195,8218.950195,8229.5,8154.75,8156.899902,181700
03/06/16,8220.799805,8220.799805,8262,8209.849609,8246.200195,379000
06/06/16,8201.049805,8201.049805,8234.700195,8186.049805,8228.75,171600
07/06/16,8266.450195,8266.450195,8294.950195,8216.400391,8235.549805,241900
08/06/16,8273.049805,8273.049805,8288.900391,8252.049805,8285.5,174300
09/06/16,8203.599609,8203.599609,8273.349609,8184.600098,8273.349609,174900
10/06/16,8170.049805,8170.049805,8265.599609,8162.850098,8180.25,182200
13/06/16,8110.600098,8110.600098,8125.25,8063.899902,8102.25,169700
14/06/16,8108.850098,8108.850098,8134.950195,8069.5,8134.399902,145500
15/06/16,8206.599609,8206.599609,8213.200195,8123.149902,8139.399902,169800
16/06/16,8140.75,8140.75,8180.649902,8074.450195,8180.649902,189200
17/06/16,8170.200195,8170.200195,8195.25,8135.799805,8176.649902,166600
20/06/16,8238.5,8238.5,8244.150391,8107.350098,8115.75,168600
21/06/16,8219.900391,8219.900391,8257.25,8202.150391,8255.400391,137000
22/06/16,8203.700195,8203.700195,8238.349609,8153.25,8213.650391,136100
23/06/16,8270.450195,8270.450195,8285.599609,8188.299805,8201.150391,154100
24/06/16,8088.600098,8088.600098,8100.700195,7927.049805,8029.100098,297600
27/06/16,8094.700195,8094.700195,8120.649902,8039.350098,8039.350098,162500
28/06/16,8127.850098,8127.850098,8146.350098,8086.850098,8096.049805,170400
29/06/16,8204,8204,8212.400391,8157.649902,8173.100098,147000
30/06/16,8287.75,8287.75,8308.150391,8242.099609,8260.25,279400
01/07/16,8328.349609,8328.349609,8356.75,8308.650391,8313.049805,165500
04/07/16,8370.700195,8370.700195,8398.450195,8364.700195,8376.75,154200
05/07/16,8335.950195,8335.950195,8381.450195,8319.950195,8379.299805,139000
07/07/16,8337.900391,8337.900391,8361.950195,8317.700195,8342,155500
08/07/16,8323.200195,8323.200195,8353.299805,8287.549805,8350,137900
11/07/16,8467.900391,8467.900391,8475.25,8407.049805,8413.349609,149800
12/07/16,8521.049805,8521.049805,8526.599609,8479.200195,8502.599609,183600
13/07/16,8519.5,8519.5,8550.25,8493.549805,8540.450195,195500
14/07/16,8565,8565,8571.400391,8500.700195,8515.75,153900
15/07/16,8541.400391,8541.400391,8594.799805,8510.049805,8565.450195,221700
18/07/16,8508.700195,8508.700195,8587.099609,8494.349609,8564.049805,164300
19/07/16,8528.549805,8528.549805,8540.049805,8476.700195,8514.299805,167900
20/07/16,8565.849609,8565.849609,8569.900391,8512.549805,8515.450195,160300
21/07/16,8510.099609,8510.099609,8585.25,8503.450195,8582.700195,150000
22/07/16,8541.200195,8541.200195,8548.950195,8489.799805,8519.650391,143200
25/07/16,8635.650391,8635.650391,8641.150391,8517.200195,8519.950195,150000
26/07/16,8590.650391,8590.650391,8644.900391,8577.150391,8633.75,154800
27/07/16,8615.799805,8615.799805,8665,8572.049805,8599.400391,184100
28/07/16,8666.299805,8666.299805,8674.700195,8625.25,8636.950195,233500
29/07/16,8638.5,8638.5,8670.349609,8631.150391,8668.299805,157000
01/08/16,8636.549805,8636.549805,8711.299805,8590.5,8654.299805,188400
02/08/16,8622.900391,8622.900391,8687.200195,8611.400391,8647.450195,169400
03/08/16,8544.849609,8544.849609,8635.450195,8529.599609,8635.200195,163000
04/08/16,8551.099609,8551.099609,8601.400391,8518.150391,8599.950195,164700
05/08/16,8683.150391,8683.150391,8689.400391,8590.150391,8600.200195,157900
08/08/16,8711.349609,8711.349609,8723.5,8697.599609,8712.849609,172600
09/08/16,8678.25,8678.25,8728.349609,8638.200195,8727.799805,200100
10/08/16,8575.299805,8575.299805,8690.099609,8564.599609,8686.700195,173600
11/08/16,8592.150391,8592.150391,8601.150391,8540.049805,8572.799805,189200
16/08/16,8642.549805,8642.549805,8682.349609,8600.450195,8670.25,224800
17/08/16,8624.049805,8624.049805,8667.099609,8603.599609,8639.799805,174100
18/08/16,8673.25,8673.25,8690.700195,8645.049805,8648.849609,164300
19/08/16,8666.900391,8666.900391,8696.599609,8647.099609,8694.299805,191900
22/08/16,8629.150391,8629.150391,8684.849609,8614,8667,152300
23/08/16,8632.599609,8632.599609,8642.150391,8580,8628.349609,187500
24/08/16,8650.299805,8650.299805,8661.049805,8620.900391,8648.5,149600
25/08/16,8592.200195,8592.200195,8683.049805,8583.650391,8668.849609,213100
26/08/16,8572.549805,8572.549805,8622.950195,8547.549805,8614.349609,147500
29/08/16,8607.450195,8607.450195,8622,8543.75,8583.75,129700
30/08/16,8744.349609,8744.349609,8750.599609,8642.25,8646.75,150200
31/08/16,8786.200195,8786.200195,8819.200195,8754.049805,8754.049805,362200
01/09/16,8774.650391,8774.650391,8813.25,8759.950195,8793.599609,238900
02/09/16,8809.650391,8809.650391,8824.099609,8768.200195,8796.349609,191500
06/09/16,8943,8943,8950.849609,8848.450195,8852.700195,195600
07/09/16,8917.950195,8917.950195,8968.700195,8913.349609,8968.700195,290100
08/09/16,8952.5,8952.5,8960.349609,8896,8915.5,217200
09/09/16,8866.700195,8866.700195,8939.150391,8858.700195,8934.299805,175900
12/09/16,8715.599609,8715.599609,8746.950195,8699.400391,8732.950195,184500
14/09/16,8726.599609,8726.599609,8739.849609,8688.900391,8710.650391,184300
15/09/16,8742.549805,8742.549805,8751.950195,8704.349609,8743.849609,145400
16/09/16,8779.849609,8779.849609,8847.650391,8750.5,8780.849609,265800
19/09/16,8808.400391,8808.400391,8824.299805,8774.200195,8788.450195,131700
20/09/16,8775.900391,8775.900391,8816.450195,8759.299805,8816.099609,136500
21/09/16,8777.150391,8777.150391,8826.849609,8757.299805,8790.299805,148800
22/09/16,8867.450195,8867.450195,8893.349609,8837.799805,8873.349609,172800
23/09/16,8831.549805,8831.549805,8885.200195,8820.299805,8880.75,185900
26/09/16,8723.049805,8723.049805,8809.549805,8715.099609,8807.900391,164000
27/09/16,8706.400391,8706.400391,8768.5,8690.5,8748.900391,151400
28/09/16,8745.150391,8745.150391,8767.049805,8703.150391,8711.200195,165500
29/09/16,8591.25,8591.25,8800.650391,8558.25,8792.700195,372900
30/09/16,8611.150391,8611.150391,8637.150391,8555.200195,8581.5,181700
03/10/16,8738.099609,8738.099609,8745.200195,8635,8666.150391,137300
04/10/16,8769.150391,8769.150391,8783.650391,8736.099609,8770,184300
05/10/16,8743.950195,8743.950195,8806.950195,8731.400391,8806.349609,157200
06/10/16,8709.549805,8709.549805,8781.150391,8684.650391,8768.700195,163600
07/10/16,8697.599609,8697.599609,8723.700195,8663.799805,8721.700195,150400
10/10/16,8708.799805,8708.799805,8745.799805,8703.950195,8735.349609,108400
13/10/16,8573.349609,8573.349609,8681.549805,8541.349609,8671.5,212300
14/10/16,8583.400391,8583.400391,8604.450195,8549.799805,8594,162800
17/10/16,8520.400391,8520.400391,8615.400391,8506.150391,8612.950195,197400
18/10/16,8677.900391,8677.900391,8685.099609,8555.900391,8556.049805,216600
19/10/16,8659.099609,8659.099609,8698.75,8636.700195,8697.5,172100
20/10/16,8699.400391,8699.400391,8727,8678.299805,8693.349609,161000
21/10/16,8693.049805,8693.049805,8709.099609,8652.049805,8708.599609,157300
24/10/16,8708.950195,8708.950195,8736.950195,8684.150391,8709.849609,157100
25/10/16,8691.299805,8691.299805,8722.650391,8663.450195,8721.700195,189800
26/10/16,8615.25,8615.25,8657.299805,8596.599609,8657.299805,219300
27/10/16,8615.25,8615.25,8624.849609,8550.25,8607.099609,242800
28/10/16,8638,8638,8653.75,8581.75,8625,175500
01/11/16,8626.25,8626.25,8669.599609,8614.5,8653.150391,165000
02/11/16,8514,8514,8549.5,8504.849609,8542.799805,155300
03/11/16,8484.950195,8484.950195,8537.650391,8476.150391,8499.849609,170500
04/11/16,8433.75,8433.75,8504,8400.25,8503.599609,224800
07/11/16,8497.049805,8497.049805,8535.849609,8481.450195,8535.75,172800
08/11/16,8543.549805,8543.549805,8559.400391,8480.099609,8540,195700
09/11/16,8432,8432,8476.200195,8002.25,8067.5,314300
10/11/16,8525.75,8525.75,8598.450195,8510.700195,8555.599609,263100
11/11/16,8296.299805,8296.299805,8460.599609,8284.950195,8456.650391,266900
15/11/16,8108.450195,8108.450195,8288.549805,8093.200195,8284.849609,359200
16/11/16,8111.600098,8111.600098,8210.049805,8089.399902,8205.650391,269500
17/11/16,8079.950195,8079.950195,8151.25,8060.299805,8105.100098,191300
18/11/16,8074.100098,8074.100098,8128.950195,8048.299805,8097.549805,161200
21/11/16,7929.100098,7929.100098,8102.450195,7916.399902,8102.100098,218800
22/11/16,8002.299805,8002.299805,8019.049805,7938.149902,7989.149902,210200
23/11/16,8033.299805,8033.299805,8055.200195,7973.100098,8051.200195,181000
24/11/16,7965.5,7965.5,8024.850098,7952.549805,8011.799805,260500
25/11/16,8114.299805,8114.299805,8122.25,7976.75,8007.950195,177900
28/11/16,8126.899902,8126.899902,8146.5,8066.5,8080.649902,189700
29/11/16,8142.149902,8142.149902,8197.349609,8128.700195,8131.549805,189700
30/11/16,8224.5,8224.5,8234.25,8139.25,8172.149902,248000
01/12/16,8192.900391,8192.900391,8250.799805,8185.049805,8244,157700
02/12/16,8086.799805,8086.799805,8159.299805,8070.049805,8153.549805,171500
05/12/16,8128.75,8128.75,8141.899902,8056.850098,8088.75,126500
06/12/16,8143.149902,8143.149902,8178.700195,8130.850098,8153.149902,115300
07/12/16,8102.049805,8102.049805,8190.450195,8077.5,8168.399902,169800
08/12/16,8246.849609,8246.849609,8256.25,8151.75,8152.100098,142500
09/12/16,8261.75,8261.75,8274.950195,8241.950195,8271.700195,149700
12/12/16,8170.799805,8170.799805,8230.650391,8154.450195,8230.650391,108100
13/12/16,8221.799805,8221.799805,8228.849609,8155.799805,8196.150391,184000
14/12/16,8182.450195,8182.450195,8229.400391,8165.100098,8229.349609,144600
15/12/16,8153.600098,8153.600098,8225.900391,8121.950195,8128.399902,181800
16/12/16,8139.450195,8139.450195,8178.700195,8127.450195,8178.200195,203000
19/12/16,8104.350098,8104.350098,8132.5,8094.850098,8126,107400
20/12/16,8082.399902,8082.399902,8124.100098,8062.75,8110.600098,128000
21/12/16,8061.299805,8061.299805,8112.549805,8053.25,8105.850098,123700
22/12/16,7979.100098,7979.100098,8046.450195,7964.950195,8043.850098,122600
23/12/16,7985.75,7985.75,8022.600098,7942.049805,7972.5,124100
26/12/16,7908.25,7908.25,7970.049805,7893.799805,7965.100098,106900
27/12/16,8032.850098,8032.850098,8044.649902,7903.700195,7915.049805,118800
28/12/16,8034.850098,8034.850098,8100.549805,8028.399902,8047.549805,126700
29/12/16,8103.600098,8103.600098,8111.100098,8020.799805,8030.600098,178500
30/12/16,8185.799805,8185.799805,8197,8114.75,8119.649902,127600
02/01/17,8179.5,8179.5,8212,8133.799805,8210.099609,118300
03/01/17,8192.25,8192.25,8219.099609,8148.600098,8196.049805,127300
04/01/17,8190.5,8190.5,8218.5,8180.899902,8202.650391,132400
05/01/17,8273.799805,8273.799805,8282.650391,8223.700195,8226.650391,159100
06/01/17,8243.799805,8243.799805,8306.849609,8233.25,8281.849609,139400
09/01/17,8236.049805,8236.049805,8263,8227.75,8259.349609,99100
10/01/17,8288.599609,8288.599609,8293.799805,8261,8262.700195,142900
11/01/17,8380.650391,8380.650391,8389,8322.25,8327.799805,186500
12/01/17,8407.200195,8407.200195,8417.200195,8382.299805,8391.049805,172600
13/01/17,8400.349609,8400.349609,8461.049805,8373.150391,8457.650391,185300
16/01/17,8412.799805,8412.799805,8426.700195,8374.400391,8390.950195,124100
17/01/17,8398,8398,8440.900391,8378.299805,8415.049805,122000
18/01/17,8417,8417,8460.299805,8397.400391,8403.849609,163800
19/01/17,8435.099609,8435.099609,8445.150391,8404.049805,8418.400391,165900
20/01/17,8349.349609,8349.349609,8423.650391,8340.950195,8404.349609,202600
23/01/17,8391.5,8391.5,8404.150391,8327.200195,8329.599609,195000
24/01/17,8475.799805,8475.799805,8480.950195,8398.150391,8407.049805,179200
25/01/17,8602.75,8602.75,8612.599609,8493.950195,8499.450195,292500
27/01/17,8641.25,8641.25,8672.700195,8606.900391,8610.5,275400
30/01/17,8632.75,8632.75,8662.599609,8617.75,8635.549805,304700
31/01/17,8561.299805,8561.299805,8631.75,8552.400391,8629.450195,521000
01/02/17,8716.400391,8716.400391,8722.400391,8537.5,8570.349609,327700
02/02/17,8734.25,8734.25,8757.599609,8685.799805,8724.75,283500
03/02/17,8740.950195,8740.950195,8748.25,8707.75,8735.150391,191000
06/02/17,8801.049805,8801.049805,8814.099609,8770.200195,8785.450195,194400
07/02/17,8768.299805,8768.299805,8809.299805,8741.049805,8805.700195,226300
08/02/17,8769.049805,8769.049805,8791.25,8715,8774.549805,218700
09/02/17,8778.400391,8778.400391,8821.400391,8724.099609,8795.549805,187500
10/02/17,8793.549805,8793.549805,8822.099609,8771.200195,8812.349609,225900
13/02/17,8805.049805,8805.049805,8826.900391,8754.200195,8819.799805,204900
14/02/17,8792.299805,8792.299805,8820.450195,8772.5,8819.900391,188300
15/02/17,8724.700195,8724.700195,8807.900391,8712.849609,8778.950195,216100
16/02/17,8778,8778,8783.950195,8719.599609,8739,184600
17/02/17,8821.700195,8821.700195,8896.450195,8804.25,8883.700195,298300
20/02/17,8879.200195,8879.200195,8886.25,8809.799805,8818.549805,167800
21/02/17,8907.849609,8907.849609,8920.799805,8860.950195,8890.75,175700
22/02/17,8926.900391,8926.900391,8960.75,8905.25,8931.599609,247100
23/02/17,8939.5,8939.5,8982.150391,8927.549805,8956.400391,377200
27/02/17,8896.700195,8896.700195,8951.799805,8888.650391,8943.700195,189900
28/02/17,8879.599609,8879.599609,8914.75,8867.599609,8898.950195,293600
01/03/17,8945.799805,8945.799805,8960.799805,8898.599609,8904.400391,205900
02/03/17,8899.75,8899.75,8992.5,8879.799805,8982.849609,218800
03/03/17,8897.549805,8897.549805,8907.099609,8860.099609,8883.5,202600
06/03/17,8963.450195,8963.450195,8967.799805,8914,8915.099609,174800
07/03/17,8946.900391,8946.900391,8977.849609,8932.799805,8977.75,173400
08/03/17,8924.299805,8924.299805,8957.049805,8891.950195,8950.700195,177800
09/03/17,8927,8927,8945.799805,8899.5,8914.5,171500
10/03/17,8934.549805,8934.549805,8975.700195,8903.950195,8953.700195,152700
14/03/17,9087,9087,9122.75,9060.5,9091.650391,270300
15/03/17,9084.799805,9084.799805,9106.549805,9075.5,9086.849609,240600
16/03/17,9153.700195,9153.700195,9158.450195,9128.549805,9129.650391,208600
17/03/17,9160.049805,9160.049805,9218.400391,9147.599609,9207.799805,286700
20/03/17,9126.849609,9126.849609,9167.599609,9116.299805,9166.950195,332100
21/03/17,9121.5,9121.5,9147.75,9087.200195,9133.950195,247700
22/03/17,9030.450195,9030.450195,9072.900391,9019.299805,9047.200195,232300
23/03/17,9086.299805,9086.299805,9099.049805,9048.599609,9048.75,191800
24/03/17,9108,9108,9133.549805,9089.400391,9104,203700
27/03/17,9045.200195,9045.200195,9094.849609,9024.650391,9093.450195,202700
28/03/17,9100.799805,9100.799805,9110.400391,9079.799805,9081.5,183300
29/03/17,9143.799805,9143.799805,9153.150391,9109.099609,9128.700195,243400
30/03/17,9173.75,9173.75,9183.150391,9136.349609,9142.599609,323400
31/03/17,9173.75,9173.75,9191.700195,9152.099609,9158.900391,190900
03/04/17,9237.849609,9237.849609,9245.349609,9192.400391,9220.599609,139100
05/04/17,9265.150391,9265.150391,9273.900391,9215.400391,9264.400391,184800
06/04/17,9261.950195,9261.950195,9267.950195,9218.849609,9245.799805,186100
07/04/17,9198.299805,9198.299805,9250.5,9188.099609,9223.700195,190000
10/04/17,9181.450195,9181.450195,9225.650391,9174.849609,9225.599609,135800
11/04/17,9237,9237,9242.700195,9172.849609,9184.549805,200100
12/04/17,9203.450195,9203.450195,9246.400391,9161.799805,9242.5,161800
13/04/17,9150.799805,9150.799805,9202.650391,9144.950195,9202.5,166500
17/04/17,9139.299805,9139.299805,9160,9120.25,9144.75,0
18/04/17,9105.150391,9105.150391,9217.900391,9095.450195,9163,174200
19/04/17,9103.5,9103.5,9120.5,9075.150391,9112.200195,173700
20/04/17,9136.400391,9136.400391,9143.900391,9102.650391,9108.099609,170300
21/04/17,9119.400391,9119.400391,9183.650391,9088.75,9179.099609,155200
24/04/17,9217.950195,9217.950195,9225.400391,9130.549805,9135.349609,167700
25/04/17,9306.599609,9306.599609,9309.200195,9250.349609,9273.049805,168700
26/04/17,9351.849609,9351.849609,9367,9301.349609,9336.200195,185700
27/04/17,9342.150391,9342.150391,9367.150391,9322.650391,9359.150391,209400
28/04/17,9304.049805,9304.049805,9342.650391,9282.25,9340.950195,162200
02/05/17,9313.799805,9313.799805,9352.549805,9269.900391,9339.849609,161600
03/05/17,9311.950195,9311.950195,9346.299805,9298.400391,9344.700195,151600
04/05/17,9359.900391,9359.900391,9365.650391,9323.25,9360.950195,269600
05/05/17,9285.299805,9285.299805,9377.099609,9272,9374.549805,231900
08/05/17,9314.049805,9314.049805,9338.700195,9297.950195,9311.450195,174300
09/05/17,9316.849609,9316.849609,9338.950195,9307.700195,9337.349609,132300
10/05/17,9407.299805,9407.299805,9414.75,9336,9339.650391,152700
11/05/17,9422.400391,9422.400391,9450.650391,9411.299805,9448.599609,171100
12/05/17,9400.900391,9400.900391,9437.75,9372.549805,9436.650391,154300
15/05/17,9445.400391,9445.400391,9449.25,9423.099609,9433.549805,140800
16/05/17,9512.25,9512.25,9517.200195,9456.349609,9461,166500
17/05/17,9525.75,9525.75,9532.599609,9486.099609,9517.599609,205500
18/05/17,9429.450195,9429.450195,9489.099609,9418.099609,9453.200195,193300
19/05/17,9427.900391,9427.900391,9505.75,9390.75,9469.900391,252100
22/05/17,9438.25,9438.25,9498.650391,9427.900391,9480.25,196800
23/05/17,9386.150391,9386.150391,9448.049805,9370,9445.049805,224400
24/05/17,9360.549805,9360.549805,9431.900391,9341.650391,9410.900391,211800
25/05/17,9509.75,9509.75,9523.299805,9379.200195,9384.049805,289200
26/05/17,9595.099609,9595.099609,9604.900391,9495.400391,9507.75,218800
29/05/17,9604.900391,9604.900391,9637.75,9547.700195,9560.049805,235000
30/05/17,9624.549805,9624.549805,9635.299805,9581.200195,9590.650391,193900
31/05/17,9621.25,9621.25,9649.599609,9609.25,9636.549805,414300
01/06/17,9616.099609,9616.099609,9634.650391,9589.900391,9603.549805,176100
02/06/17,9653.5,9653.5,9673.5,9637.450195,9657.150391,162200
05/06/17,9675.099609,9675.099609,9687.200195,9640.700195,9656.299805,127700
06/06/17,9637.150391,9637.150391,9709.299805,9630.200195,9704.25,145900
07/06/17,9663.900391,9663.900391,9678.549805,9630.549805,9663.950195,160700
08/06/17,9647.25,9647.25,9688.700195,9641.5,9682.400391,155400
09/06/17,9668.25,9668.25,9676.25,9608.150391,9638.549805,159000
12/06/17,9616.400391,9616.400391,9647.049805,9598.5,9646.700195,141400
13/06/17,9606.900391,9606.900391,9654.150391,9595.400391,9615.549805,129700
14/06/17,9618.150391,9618.150391,9627.400391,9580.450195,9621.549805,181800
15/06/17,9578.049805,9578.049805,9621.400391,9560.799805,9617.900391,171100
16/06/17,9588.049805,9588.049805,9615.849609,9565.5,9595.450195,213200
19/06/17,9657.549805,9657.549805,9673.299805,9614.900391,9626.400391,141700
20/06/17,9653.5,9653.5,9676.5,9643.75,9670.5,159500
21/06/17,9633.599609,9633.599609,9650.450195,9608.599609,9648.099609,144000
22/06/17,9630,9630,9698.849609,9617.75,9642.650391,198800
23/06/17,9574.950195,9574.950195,9647.650391,9565.299805,9643.25,175200
27/06/17,9511.400391,9511.400391,9615.400391,9473.450195,9594.049805,203300
28/06/17,9491.25,9491.25,9522.5,9474.349609,9520.200195,172400
29/06/17,9504.099609,9504.099609,9575.799805,9493.799805,9522.950195,259300
30/06/17,9520.900391,9520.900391,9535.799805,9448.75,9478.5,179600
03/07/17,9615,9615,9624,9543.549805,9587.950195,183000
04/07/17,9613.299805,9613.299805,9650.650391,9595.5,9645.900391,144800
05/07/17,9637.599609,9637.599609,9643.650391,9607.349609,9619.75,130800
06/07/17,9674.549805,9674.549805,9700.700195,9639.950195,9653.599609,147400
07/07/17,9665.799805,9665.799805,9684.25,9642.650391,9670.349609,141800
